,Price,author,bookName,peapleNum,pubTime,publishing,score,level,hotlevel
835,26.00元,桐华,曾许诺,12844,2011-1,湖南文艺出版社,8.0,B,B
836,42.80元,郭沛文,冷雨,406,2019-1,中信出版集团,7.7,B,E
837,26.80元,南派三叔,盗墓笔记2,38739,2007-4,中国友谊出版公司,8.2,B,A
838,39.80元,[日] 东野圭吾,假面前夜,4069,2016-4,南海出版公司,6.7,C,D
839,49.00元,[英] 珍妮特·温特森,橘子不是唯一的水果,2129,2018-3,北京联合出版公司,7.5,B,D
840,45.00元,赫尔曼·麦尔维尔,阳台故事集,98,2019-1,漓江出版社,8.5,B,E
841,28.00元,(日)东野圭吾,沉睡的森林,7002,2012-10,南海出版公司,6.9,C,C
842,15.00,（日）三岛由纪夫,潮骚,8267,2009-1,上海译文出版社,8.2,B,C
843,23.80元,"（美）斯托夫人（Stowe,H.B.）",汤姆叔叔的小屋,7024,2006-6,译林出版社,8.3,B,C
844,28.00元,(美)雷·布拉德伯里,华氏451,2928,2012-10,上海译文出版社,8.2,B,D
845,28.00元,（日）岛田庄司,占星术杀人魔法,5308,2012-5,新星出版社,8.4,B,C
846,36,[日] 石田衣良,孤独小说家,10691,2016-4-1,北京联合出版公司,7.1,B,C
847,168.00元,宫部美雪,所罗门的伪证,3327,2014-9,江苏凤凰文艺出版社,8.1,B,D
848,26.00,玄隐,沥川往事,14663,2009-4,黄山书社,7.6,B,B
849,28.00元,（日）江户川乱步,人间椅子,3493,2011-7,新星出版社,8.2,B,D
850,28.00元,李碧华,饺子,3713,2013-10,新星出版社,8.0,B,D
851,27.00元,[英] 石黑一雄,小夜曲,4793,2011-4,上海译文出版社,7.9,B,D
852,26.00元,[英]狄更斯,远大前程,946,2011-5-1,上海译文出版社,8.8,B,E
853,36.00元,李碧华,青蛇,3620,2013-10,新星出版社,8.0,B,D
854,42.00元,尾鱼,西出玉门 上,968,2018-10,敦煌文艺出版社,8.9,B,E
855,32.00元,[英] 奥斯卡·王尔德,道林·格雷的画像,3315,2017-1-1,浙江文艺出版社,8.9,B,D
856,18.00元,(英) 艾米莉·勃朗特,呼啸山庄,2758,2010-8-1,译林出版社,8.6,B,D
857,39.00,【英】 毛姆,月亮和六便士,2888,2014-6,上海译文出版社,9.0,B,D
858,48.00,苏童,我的帝王生涯,101,2019-2-20,浙江人民出版社,8.3,B,E
859,34.80元,[波兰] 安德烈·斯帕克沃斯基,猎魔人1：白狼崛起,2091,2015-1-1,重庆出版社,8.6,B,D
860,36.00元,[英] J.R.R.托尔金,霍比特人,5356,2013-1,上海人民出版社,8.6,B,C
861,138.00元,马伯庸,古董局中局 大全集,1700,2015-12,北京联合出版公司,7.7,B,E
862,25.00元,[英] 乔治·奥威尔,1984,19292,2010-10,万卷出版公司,9.4,A,B
863,25.00元,(德) 黑塞,荒原狼,4512,2010年8月1日,上海译文出版社,9.0,B,D
864,23.00,[德]赫尔曼·黑塞,纳尔齐斯与歌尔德蒙,3358,2007-7,上海译文出版社,9.2,A,D
865,15.00元,[俄]陀思妥耶夫斯基,地下室手记,3012,2012-5,漓江出版社,9.1,A,D
866,35.00元,王朔,我是你爸爸,1326,2015-3,北京十月文艺出版社,8.5,B,E
867,128.00元,[法] 克里斯多夫·夏布特,灯塔,5510,2016-2,北京联合出版公司·后浪出版公司,9.1,A,C
868,,金庸,白马啸西风,18005,,,7.6,B,B
869,16.00元,韩寒,像少年啦飞驰,38207,2002-1,作家出版社,7.3,B,A
870,26.00,(阿根廷)博尔赫斯,沙之书,3266,2015-7,上海译文出版社,9.0,B,D
871,CNY 25.00,太宰治,人间失格,2955,2016-1-1,浙江文艺出版社,7.6,B,D
872,32.80元,赵熙之,夜旅人,2854,2016-9,百花洲文艺出版社,8.5,B,D
873,29.00元,[英] 柏瑞尔·马卡姆,夜航西飞,6146,2010-12,人民文学出版社,8.8,B,C
874,32.80元,南派三叔,藏海花,12003,2012-8,北京联合出版公司,8.1,B,B
875,49.90元,[日] 东野圭吾,第十年的情人节,2165,2017-10,人民文学出版社,6.7,C,D
876,18.00元,沈石溪,狼王梦,2619,2009-10,浙江少年儿童出版社,8.4,B,D
877,58.00,[澳] 格里高利·大卫·罗伯兹,项塔兰,4299,2009-4,华文出版社,9.0,B,D
878,28.00元,今何在,悟空传,22099,2011-6,湖南文艺出版社,8.2,B,B
879,28.80元,八月长安,橘生淮南·暗恋,12057,2011-8-30,吉林出版集团有限责任公司,8.1,B,B
880,128,红猪侠,庆熹纪事,770,2018-3-1,浙江文艺出版社,8.8,B,E
881,32.80元,南派三叔,盗墓笔记7,26277,2010-9,时代文艺出版社,8.4,B,B
882,42.00元,王安忆,考工记,509,2018-9,花城出版社,7.9,B,E
883,32.00元,[日] 三浦紫苑,假如岁月足够长,2609,2017-3,北京联合出版公司,8.2,B,D
884,26.80元,郭敬明,夏至未至,17263,2010-4,长江文艺出版社,7.6,B,B
885,19.00元,老舍,月牙儿,4185,2006-12-1,江苏文艺出版社,8.7,B,D
886,42.00,[英] 尼尔·盖曼,北欧众神,2250,2018-9,江苏凤凰文艺出版社,7.4,B,D
887,GBP 8.00,Andre Aciman,Call Me by Your Name,2174,2017-10-3,Macmillan USA,9.1,A,D
888,29.80元,[英] 威廉·萨默塞特·毛姆,寻欢作乐,6584,2013-2,译林出版社,8.4,B,C
889,32.80元,南派三叔,盗墓笔记8·大结局（下）,23206,2011-12,上海文化出版社,7.7,B,B
890,39.50元,[哥伦比亚] 加西亚·马尔克斯,迷宫中的将军,2822,2014-11,南海出版公司,8.7,B,D
891,20.00元,[德] 托马斯·曼,死于威尼斯,3632,2010-5,上海译文出版社,8.3,B,D
892,59.90,[美] 保罗·巴奇加卢皮,水刀子,36,2019-4-1,文汇出版社,8.1,B,E
893,48.00元,七名,天涯双探2,281,2019-3-1,上海文艺出版社,7.3,B,E
894,58.00元,金醉,北洋夜行记,2176,2017-11,长江文艺出版社,7.8,B,D
895,25.00,[法] 玛格丽特·杜拉斯,情人,2778,2014-5-1,上海译文出版社,7.5,B,D
896,13.90,伏尼契(爱尔兰),牛虻,14124,1953-07,中国青年出版社,8.2,B,B
897,36.00元,[美] 加·泽文,玛格丽特小镇,6781,2016-6-1,江苏凤凰文艺出版社,7.2,B,C
898,19.80元,（日）东野圭吾,嫌疑人X的献身,42989,2009年11月,南海出版公司,9.0,B,A
899,39.80,高铭,天才在左 疯子在右（完整版）,33534,2016-1-1,北京联合出版公司,7.3,B,A
900,25.00元,村上春树,世界尽头与冷酷仙境,11895,2007-7,上海译文出版社,8.8,B,B
901,28.00元,[日] 东野圭吾,恶意,20628,2013-1-1,南海出版公司,8.5,B,B
902,35.00元,[意大利] 伊塔洛·卡尔维诺,如果在冬夜，一个旅人,4051,2012-4,译林出版社,8.9,B,D
903,29.00,[美] 埃勒里·奎因,X的悲剧,12316,2009-1,新星出版社,8.4,B,B
904,NT$300,安德列．艾席蒙,以你的名字呼喚我,1445,2018-1-4,麥田,9.0,B,E
905,49.00,[日]北野武,返朴,30,2019-4,湖南文艺出版社,7.8,B,E
906,29.00,严歌苓,小姨多鹤,1238,2016-8-1,作家出版社,8.9,B,E
907,42.00元,[英]弗雷德·乌尔曼,重逢,39,2019-4,理想国丨广西师范大学出版社,8.8,B,E
908,16.00元,莫泊桑,漂亮朋友,2413,2006-8,上海译文出版社,8.1,B,D
909,38.00,许仲琳,封神演义,6267,1997-05,人民文学出版社,7.8,B,C
910,15.00元,[美] 卡森·麦卡勒斯,伤心咖啡馆之歌,10426,2007-7,上海三联书店,8.2,B,C
911,8.00元,郁达夫,沉沦,3713,2000-7,作家出版社,7.6,B,D
912,25.00元,[法] 妙莉叶·芭贝里,刺猬的优雅,11390,2010-02,南京大学出版社,8.1,B,C
913,58.00元,[日] 松本清张,绚烂的流离,28,2019-2,上海文艺出版社,8.9,B,E
914,24.80,何马,藏地密码1,18605,2008-4,重庆出版社,7.5,B,B
915,28.00元,[日] 东野圭吾,彷徨之刃,14592,2011-1,南海出版公司,7.8,B,B
916,NTD 300,漫漫何其多,AWM(絕地求生) 上,1237,2018-7,威向,7.9,B,E
917,38.00元,[美] 丹·布朗,失落的秘符,27750,2010-1,人民文学出版社,7.4,B,B
918,188.00元,[英] 肯·福莱特,无尽世界,357,2018-11,江苏凤凰文艺出版社,7.6,B,E
919,32.80元,南派三叔,盗墓笔记6,27462,2010-1,中国友谊出版公司,8.4,B,B
920,29.80元,小桥老树,侯卫东官场笔记,6142,2010-6,凤凰出版社,8.2,B,C
921,49.50元,[加] 艾丽丝·门罗,逃离,1633,2016-10-1,北京十月文艺出版社,8.6,B,E
922,32.80元,南派三叔,盗墓笔记5,27326,2009-7,中国友谊出版公司,8.4,B,B
923,CNY 32.00,乔治奥威尔,1984,3900,2013-11-1,北京理工大学出版社,9.4,A,D
924,29.50元,[日] 村上春树,天黑以后,5904,2012-2,南海出版公司,7.5,B,C
925,16.00元,苏童,我的帝王生涯,7916,2005-12,上海文艺出版社,8.2,B,C
926,32.80元,法医秦明,无声的证词,5491,2013-5,漓江出版社,7.6,B,C
927,13.00元,古华,芙蓉镇,5616,2005-8-1,人民文学出版社,8.1,B,C
928,25.00元,张平,十面埋伏,369,1999-9,作家出版社,8.4,B,E
929,42元,[法] 司汤达,红与黑,1574,2016-10,天津人民出版社,8.6,B,E
930,28.00元,（英）阿加莎·克里斯蒂,五只小猪,2655,2014-10,新星出版社,8.4,B,D
931,29.00元,王小波,青铜时代,16737,1997-5,花城出版社,8.7,B,B
932,39.80,[美] 菲利普·迪克,仿生人会梦见电子羊吗？,3674,2017-10,译林出版社,8.7,B,D
933,25.00,刘慈欣,球状闪电,923,2016-9,四川科学技术出版社,8.9,B,E
934,19.00元,(法)阿尔贝·加缪,局外人,5688,2010-1,浙江文艺出版社,8.9,B,C
935,38.80,[英] 毛姆,赴宴之前,1638,2017-6-20,北京联合出版公司,8.7,B,E
936,35.00,狄更斯,大卫·科波菲尔（上下）,5596,2003-03,人民文学出版社,8.3,B,C
937,17.00元,司汤达,红与黑,4790,2006-8,上海译文出版社,8.5,B,D
938,62,[英]阿瑟·克拉克,2001：太空漫游,183,2019-5,上海文艺出版社,8.7,B,E
939,34.80元,S.A.阿列克谢耶维奇,我不知道该说什么，关于死亡还是爱情,9468,2014-6-15,铁葫芦图书,9.0,B,C
940,32.00元,周浩晖,死亡通知单·暗黑者,4662,2014-6,北京时代华文书局,8.3,B,D
941,17.00元,[美] J.D.塞林格,九故事,6519,2007-8,人民文学出版社,8.5,B,C
942,36.00元,雷米,心理罪,8646,2012-12,重庆出版社,8.0,B,C
943,14.00元,[奥地利] 卡夫卡,城堡,7673,2007-3,上海译文出版社,8.4,B,C
944,26.00元,[美]文德琳·范·德拉安南,怦然心动,3723,2011-12-25,中国华侨出版社,8.9,B,D
945,39.00,[日] 西泽保彦,解体诸因,1250,2017-8,新星出版社,8.0,B,E
946,466,笑笑生【著】、董玉振【校】,金瓶梅,932,2009-11-1,新加坡南洋出版社,9.1,A,E
947,59.00,[加拿大] 艾丽丝·门罗,木星的卫星,119,2019-1,译林出版社,8.2,B,E
948,23.00元,[法] 玛格丽特・杜拉斯,广岛之恋,13123,2005-7,上海译文出版社,8.1,B,B
949,9.80,马克・吐温,汤姆索亚历险记,2147,2003-10-1,二十一世纪出版社,8.4,B,D
950,25.00元,顾漫,杉杉来吃,14010,2011-8,江苏文艺出版社,6.8,C,B
951,16.00元,[法] 让-保罗·萨特,恶心,2525,1999-3,中国友谊出版公司,8.6,B,D
952,39.00,孙沁文,凛冬之棺,1328,2018-8,新星出版社,7.8,B,E
953,48.00,(日) 平野启一郎,剧演的终章,115,2019-3,浙江文艺出版社,8.1,B,E
954,25.00元,韩寒,他的国,53714,2009-1,万卷出版公司,7.5,B,A
955,17.80元,毕飞宇,玉米,2940,2009,江苏文艺出版社,7.9,B,D
956,9.80元,谷崎润一郎,春琴抄,2830,1991-1,上海译文出版社,8.3,B,D
957,36.80元,尾鱼,四月间事,1795,2017-5,青岛出版社,7.9,B,E
958,39.50元,马家辉,龙头凤尾,2396,2016-10,四川文艺出版社,7.8,B,D
959,1.90元,【法】维克多·雨果,巴黎圣母院,1411,1980年6月第1版,贵州人民出版社,8.7,B,E
960,28.00元,猫腻,庆余年·壹,10791,2008-7,中国友谊出版公司,8.3,B,C
961,28.00元,张爱玲,小团圆,3731,2012-6,北京十月文艺出版社,8.2,B,D
962,35.00元,[加拿大] 扬·马特尔,少年Pi的奇幻漂流,7763,2012-11-28,译林出版社,8.6,B,C
963,28.00元,(日)伊坂幸太郎,家鸭与野鸭的投币式寄物柜,4986,2011-11,译林出版社,8.2,B,D
964,38.00元,江南,上海堡垒,1089,2016-11,长江出版社,7.1,B,E
965,28.00元,[日] 东野圭吾,毕业,6153,2012-7,南海出版公司,7.2,B,C
966,20.00元,毕飞宇,青衣,2300,2001-8,长江文艺出版社,8.1,B,D
967,19.00元,钱锺书,围城,23187,2007-8,人民文学出版社,9.2,A,B
968,49.00元,[美] 杰西·艾森伯格,吃鲷鱼让我打嗝,3556,2017-4,人民文学出版社,7.9,B,D
969,49.80,J·D·塞林格,九故事,374,2018-10-1,译林出版社,9.1,A,E
970,29.80元,雷米,心理罪,10279,2011-2,重庆出版社,8.1,B,C
971,69.90,阿耐,艰难的制造,810,2017-6,北京联合出版公司,8.6,B,E
972,10.20元,李碧华,霸王别姬,8696,1999-1,人民文学出版社,9.1,A,C
973,42.00,[美] 菲利普·迪克,少数派报告,1103,2017-10,译林出版社,8.9,B,E
974,42.80元,[日] 太宰治,小说灯笼,2077,2017-6,猫头鹰文化·四川文艺出版社,8.2,B,D
975,48.00元,苏童,米,59,2019-2,浙江人民出版社,8.7,B,E
976,45.00,玖月晞,他知道风从哪个方向来,7684,2015-12-1,百花洲文艺出版社,7.8,B,C
977,38.00元,黄晓阳,二号首长,8712,2011-5-10,重庆出版社,8.0,B,C
978,45.00,[英] 威廉·萨默塞特·毛姆,月亮与六便士,510,2018-5,湖南文艺出版社,9.3,A,E
979,12.00元,老舍,猫城记,2931,2008-11,人民文学出版社,8.6,B,D
980,39.50元,〔英〕维多利亚·希斯洛普,线,2451,2014-7,南海出版公司,8.2,B,D
981,22,(日) 东野圭吾,名侦探的守则,15413,2010-4,南海出版公司,7.4,B,B
982,12.70元,[哥伦比亚] 加西亚·马尔克斯,百年孤独,50498,1989-10,上海译文出版社,8.9,B,A
983,35.00元,[日] 川端康成,睡美人,2834,2014-1,南海出版公司,8.3,B,D
984,109.00元,[美]玛乔丽·刘 著、[日]武田莎娜 绘,魔姬 第一卷 觉醒,67,2019-2,新星出版社,9.2,A,E
985,NTD320,林奕含,房思琪的初戀樂園,16479,2017-2-7,游擊文化,8.9,B,B
986,28.00元,吴念真,这些人，那些事,49443,2011-9,译林出版社,8.8,B,A
987,28.00元,东野圭吾,同级生,7540,2012-3,南海出版公司,6.7,C,C
988,32.00,[韩]金爱烂,你的夏天还好吗？,511,2017-1,人民文学出版社,8.6,B,E
989,48.00,胡迁,远处的拉莫,704,2018-11,译林出版社,8.7,B,E
990,38.00元,Twentine,打火机与公主裙·长明灯,2482,2017-8,江苏凤凰文艺出版社,8.6,B,D
991,78,[英] 乔治·爱略特,米德尔马契,57,2018-9,人民文学出版社,9.2,A,E
992,96.00元,[苏] 肖洛霍夫,静静的顿河（全四册）,2595,1988-9,人民文学出版社,8.7,B,D
993,48.00元,法医秦明,无声的证词,38,2019-4-30,江苏凤凰文艺出版社,8.3,B,E
994,29.90元,[美] 艾萨克·阿西莫夫,银河帝国：基地,9119,2012-3,江苏文艺出版社,9.0,B,C
995,45.00,[加拿大] 迈克尔·翁达杰,安尼尔的鬼魂,727,2016-5-1,人民文学出版社,8.2,B,E
996,JPY 680,松崎司,夏肌の体温,536,2015-10-10,オークラ出版,8.6,B,E
997,39.00元,齐邦媛,巨流河,21111,2010-10,生活·读书·新知三联书店,8.7,B,B
